tenure,monthly_charges,total_charges,support_calls,data_usage_gb,contract_type,payment_method,internet_service,paperless_billing,is_senior,churned
5,58.02,337.07,0,27.59,one-year,mailed_check,fiber,0,0,0
18,63.13,1146.54,7,30.2,month-to-month,mailed_check,dsl,1,0,1
32,101.5,3014.49,9,38.34,month-to-month,bank_transfer,none,1,0,1
11,52.08,375.03,5,18.43,one-year,credit_card,fiber,1,0,0
7,95.8,672.39,1,10.79,month-to-month,bank_transfer,fiber,1,0,0
61,113.95,7248.13,5,20.42,month-to-month,electronic_check,fiber,0,0,1
26,86.09,2325.23,2,32.25,month-to-month,mailed_check,none,1,0,1
42,63.17,2394.29,9,35.27,month-to-month,electronic_check,fiber,0,0,1
37,94.78,3040.29,6,2.95,two-year,bank_transfer,fiber,0,0,0
52,65.79,3531.04,3,89.09,one-year,credit_card,none,0,0,1
53,61.44,3241.89,6,10.48,month-to-month,bank_transfer,fiber,0,1,0
21,72.53,1694.32,7,27.93,two-year,bank_transfer,fiber,0,1,0
61,51.77,3025.86,7,41.34,month-to-month,credit_card,fiber,1,0,0
26,30.43,843.71,4,15.52,month-to-month,credit_card,fiber,1,1,0
60,61.49,3816.33,6,36.24,month-to-month,credit_card,fiber,1,0,1
29,32.39,872.19,0,2.92,one-year,credit_card,dsl,0,0,0
7,61.04,363.37,4,37.16,one-year,electronic_check,fiber,1,0,1
54,75.69,4091.05,4,34.07,one-year,bank_transfer,dsl,0,0,1
2,113.07,307.54,5,22.35,month-to-month,bank_transfer,dsl,1,0,1
55,23.62,1296.95,10,32.32,month-to-month,electronic_check,none,1,0,0
3,82.15,392.55,10,50.16,month-to-month,mailed_check,dsl,0,0,0
14,65.77,851.49,5,42.23,two-year,electronic_check,fiber,1,0,0
43,22.03,748.03,7,16.25,month-to-month,electronic_check,dsl,1,0,1
67,44.95,3308.2,1,20.27,one-year,electronic_check,dsl,0,0,0
29,31.85,832.95,5,14.14,one-year,electronic_check,dsl,1,0,0
8,41.68,248.17,7,12.7,month-to-month,electronic_check,fiber,1,1,1
16,47.46,749.49,7,30.07,month-to-month,bank_transfer,fiber,0,0,0
64,60.13,3858.4,10,14.01,month-to-month,electronic_check,dsl,0,0,0
52,72.9,3732.8,5,30.02,one-year,bank_transfer,fiber,1,0,0
7,20.1,138.08,9,15.51,two-year,bank_transfer,fiber,1,1,1
27,36.19,971.17,10,17.35,month-to-month,credit_card,dsl,0,0,0
19,29.36,584.06,6,8.15,two-year,bank_transfer,dsl,1,0,0
12,74.97,546.02,1,29.47,month-to-month,bank_transfer,dsl,0,0,0
60,52.91,3456.73,4,2.71,month-to-month,electronic_check,dsl,1,0,0
44,74.84,3270.87,8,38.14,two-year,bank_transfer,dsl,1,0,0
12,42.18,593.25,6,68.67,two-year,credit_card,fiber,1,0,1
46,22.42,824.6,10,17.82,month-to-month,bank_transfer,fiber,1,0,0
29,114.14,3239.41,8,17.21,one-year,bank_transfer,fiber,1,0,1
4,30.83,22.47,0,3.88,two-year,electronic_check,fiber,1,1,0
32,32.69,1266.54,9,11.05,one-year,bank_transfer,fiber,0,0,0
13,34.65,362.58,3,32.57,one-year,credit_card,dsl,0,1,0
17,118.13,2121.92,9,35.85,month-to-month,credit_card,dsl,1,0,1
63,81.77,5053.95,5,19.58,month-to-month,bank_transfer,fiber,0,0,1
51,81.03,4064.64,5,31.23,one-year,credit_card,dsl,0,0,0
9,118.67,1031.2,0,8.3,month-to-month,bank_transfer,dsl,1,0,1
61,28.84,1951.82,1,23.1,month-to-month,electronic_check,none,1,0,0
41,117.45,4531.97,6,44.98,month-to-month,mailed_check,dsl,0,0,0
62,40.4,2307.45,6,26.45,month-to-month,electronic_check,dsl,0,0,0
53,82.31,4070.33,6,49.64,month-to-month,credit_card,none,0,0,0
24,62.01,1325.11,1,50.67,month-to-month,bank_transfer,dsl,0,0,0
38,58.4,2097.46,5,24.2,month-to-month,electronic_check,dsl,0,0,1
38,113.12,4056.39,0,0.14,month-to-month,credit_card,dsl,1,0,0
51,34.92,1670.8,1,35.33,two-year,mailed_check,fiber,1,0,0
17,119.71,1732.86,5,5.36,one-year,bank_transfer,none,0,0,1
23,57.91,1179.23,6,0.69,month-to-month,credit_card,fiber,0,0,0
17,84.88,1623.02,7,2.26,month-to-month,credit_card,fiber,1,1,1
21,116.79,2513.13,10,37.07,month-to-month,mailed_check,dsl,0,0,0
11,25.76,311.48,9,24.34,one-year,mailed_check,dsl,0,1,0
2,112.29,74.16,4,19.99,one-year,mailed_check,fiber,0,0,1
67,76.78,4913.85,8,26.06,one-year,bank_transfer,dsl,1,0,0
5,90.44,281.33,1,2.45,one-year,electronic_check,dsl,0,0,1
63,34.92,2193.48,9,14.09,month-to-month,credit_card,fiber,0,0,1
0,73.34,130.23,4,9.61,month-to-month,bank_transfer,fiber,1,0,0
55,87.35,4939.61,8,18.83,month-to-month,electronic_check,none,1,0,0
23,65.62,1603.85,10,19.34,month-to-month,mailed_check,fiber,1,1,1
37,35.5,1202.87,7,25.26,month-to-month,bank_transfer,fiber,1,0,0
20,44.41,891.88,10,28.09,one-year,bank_transfer,fiber,1,0,1
35,105.44,3642.2,0,2.6,month-to-month,credit_card,none,0,0,1
32,23.45,720.22,1,14.24,one-year,bank_transfer,dsl,0,0,0
38,90.89,3759.39,6,16.93,month-to-month,credit_card,fiber,0,0,1
28,119.94,3094.02,5,5.2,month-to-month,mailed_check,dsl,0,0,1
38,20.75,753.3,1,4.66,one-year,credit_card,none,0,0,0
59,36.1,2311.66,7,3.99,month-to-month,electronic_check,none,0,0,0
31,87.41,2489.83,0,31.1,month-to-month,credit_card,fiber,1,0,0
26,26.0,579.44,10,3.17,month-to-month,bank_transfer,dsl,1,1,0
9,78.98,631.46,1,3.83,one-year,credit_card,none,0,0,0
25,88.4,2176.51,4,18.23,month-to-month,bank_transfer,dsl,1,1,0
9,78.81,469.9,9,23.03,two-year,bank_transfer,dsl,0,0,1
13,56.52,824.05,5,16.51,two-year,electronic_check,fiber,1,0,1
68,89.73,6201.58,8,6.3,two-year,mailed_check,fiber,1,1,1
6,79.43,552.84,7,4.77,month-to-month,bank_transfer,fiber,0,0,1
34,40.76,1255.28,10,17.84,one-year,electronic_check,dsl,0,0,1
60,76.31,4591.58,5,15.1,month-to-month,mailed_check,dsl,1,0,0
68,108.19,7222.0,10,12.14,two-year,credit_card,fiber,1,0,0
10,86.68,816.91,5,30.13,month-to-month,mailed_check,dsl,1,0,0
11,67.18,1062.0,9,14.32,month-to-month,mailed_check,fiber,0,0,1
26,52.16,1370.51,8,4.33,month-to-month,electronic_check,dsl,0,0,1
39,28.59,936.88,1,12.21,two-year,electronic_check,dsl,0,0,0
69,44.46,3094.79,7,24.97,two-year,electronic_check,fiber,1,0,0
14,21.12,92.91,9,13.62,month-to-month,bank_transfer,fiber,0,0,1
11,118.66,1125.41,1,24.65,month-to-month,electronic_check,fiber,0,0,0
18,42.25,604.33,9,28.29,one-year,mailed_check,dsl,1,0,1
62,101.49,6225.73,1,14.36,two-year,credit_card,dsl,1,0,0
2,36.86,214.27,9,16.45,one-year,electronic_check,none,0,0,1
27,48.36,1392.48,8,12.92,month-to-month,bank_transfer,fiber,1,0,1
8,61.83,573.09,1,25.05,one-year,credit_card,dsl,1,0,0
11,52.44,412.0,7,12.58,two-year,electronic_check,dsl,1,0,0
66,99.84,6508.24,1,23.28,month-to-month,electronic_check,none,0,0,1
0,115.77,40.8,6,19.59,month-to-month,electronic_check,fiber,1,0,1
23,107.53,2378.94,10,2.24,month-to-month,electronic_check,dsl,0,0,1
65,35.36,2256.65,2,24.23,month-to-month,bank_transfer,dsl,1,0,0
43,97.67,4266.01,1,18.23,one-year,mailed_check,dsl,1,0,1
5,34.79,121.63,4,39.19,month-to-month,electronic_check,dsl,1,0,1
33,111.34,3708.13,4,5.46,month-to-month,electronic_check,dsl,1,1,1
69,71.79,5192.42,0,19.83,month-to-month,credit_card,dsl,1,0,0
28,53.64,1476.14,5,11.13,two-year,bank_transfer,dsl,0,0,0
38,35.7,1533.5,2,2.58,two-year,mailed_check,dsl,0,1,0
38,21.18,888.75,1,1.7,month-to-month,credit_card,fiber,0,0,0
47,44.79,1885.04,3,44.7,one-year,bank_transfer,fiber,1,0,0
13,111.4,1282.88,0,19.88,month-to-month,electronic_check,fiber,0,0,1
60,99.73,5858.76,10,13.97,two-year,electronic_check,dsl,1,0,1
71,116.98,8177.35,10,3.54,one-year,mailed_check,fiber,1,0,1
10,30.08,287.26,4,42.9,month-to-month,electronic_check,none,1,0,1
58,79.22,4686.96,9,8.75,two-year,mailed_check,none,0,1,0
58,45.72,2840.03,5,20.6,month-to-month,bank_transfer,dsl,1,0,1
53,74.29,3983.6,10,17.68,one-year,electronic_check,dsl,1,0,0
26,52.05,1286.45,1,56.98,month-to-month,electronic_check,fiber,1,0,1
33,48.35,1283.21,3,16.14,one-year,electronic_check,dsl,1,0,0
60,77.38,4653.39,8,10.53,month-to-month,credit_card,dsl,0,0,1
11,38.33,425.5,2,20.11,month-to-month,bank_transfer,dsl,0,0,1
59,66.91,3975.13,9,21.78,month-to-month,electronic_check,fiber,1,0,0
66,85.08,5931.22,4,84.0,two-year,electronic_check,fiber,1,0,0
49,32.82,1794.27,4,15.92,month-to-month,bank_transfer,dsl,1,0,0
24,113.06,2831.2,4,5.27,one-year,electronic_check,none,1,0,1
40,70.57,2678.49,8,12.15,month-to-month,electronic_check,fiber,1,0,0
3,101.95,228.9,0,20.08,two-year,credit_card,dsl,1,1,0
67,85.39,5706.9,8,22.9,month-to-month,electronic_check,fiber,1,0,0
24,91.0,2067.69,8,3.17,one-year,electronic_check,dsl,1,0,1
4,91.61,441.51,9,10.95,two-year,credit_card,none,0,0,1
57,107.51,6181.61,10,54.75,month-to-month,bank_transfer,fiber,0,1,1
47,81.36,3660.67,8,7.24,month-to-month,bank_transfer,fiber,0,0,0
44,47.82,2283.6,5,30.63,two-year,electronic_check,fiber,0,0,1
3,29.95,105.2,5,12.5,month-to-month,bank_transfer,dsl,1,0,1
54,80.63,4094.66,4,16.67,month-to-month,credit_card,none,1,0,0
45,26.64,1191.1,9,3.65,month-to-month,bank_transfer,none,0,0,0
57,44.13,2557.59,4,13.53,two-year,electronic_check,fiber,0,0,0
59,26.07,1684.05,6,19.89,two-year,electronic_check,fiber,1,1,0
15,74.89,1072.73,1,16.08,one-year,bank_transfer,dsl,1,1,1
15,36.03,664.64,3,14.23,one-year,mailed_check,dsl,1,0,0
66,81.04,5376.71,2,25.14,month-to-month,credit_card,dsl,0,0,1
38,99.09,3568.16,4,4.75,month-to-month,bank_transfer,fiber,0,0,1
31,102.19,2955.61,5,20.6,month-to-month,bank_transfer,fiber,1,0,1
20,50.95,1187.38,7,1.51,month-to-month,electronic_check,none,1,0,1
46,74.9,3624.8,4,36.78,month-to-month,electronic_check,dsl,1,0,0
54,76.3,4168.64,1,14.62,one-year,credit_card,dsl,1,0,0
0,67.29,224.36,5,29.19,month-to-month,electronic_check,dsl,0,0,1
39,85.51,3493.38,0,0.38,month-to-month,electronic_check,none,0,0,1
71,41.01,3014.25,9,26.31,month-to-month,mailed_check,fiber,0,0,1
20,117.92,2221.7,8,8.47,month-to-month,mailed_check,fiber,0,0,1
20,29.81,855.91,2,16.76,month-to-month,electronic_check,fiber,0,0,0
